BRAND-NAME,TETRAHYDROCANNABINOL-THC,TETRAHYDROCANNABINOL-ACID-THCA,CANNABIDIOLS-CBD,CANNABIDIOL-ACID-CBDA,A-PINENE,B-MYRCENE,B-CARYOPHYLLENE,B-PINENE,LIMONENE,OCIMENE,LINALOOL-LIN,HUMULENE-HUM,CBG,CBG-A,CANNABAVARIN-CBDV,CANNABICHROMENE-CBC,CANNBINOL-CBN,TETRAHYDROCANNABIVARIN-THCV,A-BISABOLOL,A-PHELLANDRENE,A-TERPINENE,B-EUDESMOL,B-TERPINENE,FENCHONE,PULEGOL,BORNEOL,ISOPULEGOL,CARENE,CAMPHENE,CAMPHOR,CARYOPHYLLENE-OXIDE,CEDROL,EUCALYPTOL,GERANIOL,GUAIOL,GERANYL-ACETATE,ISOBORNEOL,MENTHOL,L-FENCHONE,NEROL,SABINENE,TERPINEOL,TERPINOLENE,TRANS-B-FARNESENE,VALENCENE,A-CEDRENE,A-FARNESENE,B-FARNESENE,CIS-NEROLIDOL,FENCHOL,TRANS-NEROLIDOL
Purple T24 H 5650,0.29,23.23,0.29,0,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 5653,0.29,23.23,0.29,0,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 5673,0.29,23.23,0.29,0,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 6320,0.44,23.56,0.44,0,,,,,,,,,,,,,,,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 6321,0.44,23.56,0.44,0,,,,,,,,,,,,,,,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 6393,0.61,23.07,0.61,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,,,,0.61,,0.61,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 7458,0.53,23.55,0.53,0,,,,,,,,,,,,,,,,,,0.53,,0.53,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 7467,0.53,23.55,0.53,0,,,,,,,,,,,,,,,,,,0.53,,0.53,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,
Purple T25 H 1446,0.4,24.3,0.4,0.1,0.1,0.3,1.1,0.1,0.3,0.1,0.2,0.4,0.1,1.1,,0.1,0.1,,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Purple T25 H 5607,0.39,24.2,0.39,0,0,0,1.02,0,1.03,0,0,0,0,0,0,0,0,0,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Purple T25 H 5608,0.39,24.2,0.39,0,0,0,1.02,0,1.03,0,0,0,0,0,0,0,0,0,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Purple T25 H 5866,0.89,24.54,0.89,0,,,,,,,,,,,,,,,,,,0.89,,0.89,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,
Purple T25 H 5867,0.89,24.54,0.89,0,,,,,,,,,,,,,,,,,,0.89,,0.89,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,
Purple T25 H 5868,0.89,24.54,0.89,0,,,,,,,,,,,,,,,,,,0.89,,0.89,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,
Purple T25 H 6368,0.63,24.04,0.63,0,,,,,,,,,,,,,,,,,,0.63,,0.63,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,
Purple T25 H 6527,0.54,24.04,0.54,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,,,,0.54,,0.54,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,
Purple T25 H 8516,0.42,24.7,0.42,0.1,,,,,,,,,,,,,,,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Purple T25 H 8517,0.42,24.7,0.42,0.1,,,,,,,,,,,,,,,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Purple T25 Hybrid 1602019fgs,0.3,24.8,0.3,0.1,0.1,0.3,0.7,0.1,0.3,0.1,0.2,0.2,0.1,0.9,,0.1,0.1,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Purple T26 H 2141,0.361,26.009,0.361,0.059,0.1,0.37,0.8,0.1,0.1,0.1,0.14,0.28,0.1,0.634,,0.1,0.1,,,,,0.361,,0.361,,,,,,0.361,,,,,,,,,,,,,,,,,,,,,
Purple T26 H 3459,0.45,25.41,0.45,---,,,2.65,,0.47,,,0.48,,1.21,,,,,,,,0.45,,0.45,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,
Purple T26 H 6342,0.39,25.15,0.39,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Purple T26 H 6343,0.39,25.15,0.39,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Purple T26 H 6344,0.39,25.15,0.39,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Purple T27 H 6586,0.73,25.96,0.73,0,,,,,,,,,,,,,,,,,,0.73,,0.73,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,
Purple T30 H 5820,0.64,29.62,0.64,0,,,,,,,,,,,,,,,,,,0.64,,0.64,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,
Purple T30 H 5821,0.64,29.62,0.64,0,,,,,,,,,,,,,,,,,,0.64,,0.64,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,
Purple T30 H 5822,0.64,29.62,0.64,0,,,,,,,,,,,,,,,,,,0.64,,0.64,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,
Purple T30 H 7445,0.33,29.84,0.33,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,,,,0.33,,0.33,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,
Purple T42 Rainbow C 1814,10.6,31.3,10.6,0.5,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.2,0.2,0.5,,0.1,0.2,,,,,10.6,,10.6,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,
Purple T65 H CW 2290,14.4,50.4,14.4,0.2,0.1,0.1,1.3,0.1,0.1,0.1,0.2,0.4,0.4,1.7,,0.4,0.1,,,,,14.4,,14.4,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,
Purple T68 H CRN 2327,23.5,44.6,23.5,0.2,0.1,0.1,1.3,0.1,0.1,0.1,0.2,0.5,0.5,2.2,,0.4,0.1,,,,,23.5,,23.5,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,
Purple T68 H CW 2405,23.5,44.6,23.5,0.2,0.1,0.1,1.3,0.1,0.1,0.1,0.2,0.5,0.5,2.2,,0.4,0.1,,,,,23.5,,23.5,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,
Purple T82 H 7930,16.19,65.93,16.19,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,,,,16.19,,16.19,,,,,,16.19,,,,,,,,,,,,,,,,,,,,,
Purple T82 TD 8001,82.2,0.1,82.2,0.1,0,0,1.25,0,0,0,0,0,1.14,0,0,2.17,0,0,,,,82.2,,82.2,,,,,,82.2,,,,,,,,,,,,,,,,,,,,,
Purple T82 TD 8002,82.2,0.1,82.2,0.1,0,0,1.25,0,0,0,0,0,1.14,0,0,2.17,0,0,,,,82.2,,82.2,,,,,,82.2,,,,,,,,,,,,,,,,,,,,,
Purple T85 H CC 2373,57.2,27.5,57.2,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.2,1,1.6,,0.5,0.2,,,,,57.2,,57.2,,,,,,57.2,,,,,,,,,,,,,,,,,,,,,
Purple T86 TD 12394,86.13,0,86.13,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,,,,86.13,,86.13,,,,,,86.13,,,,,,,,,,,,,,,,,,,,,
Purple T87 H CR 1849,12,74.9,12,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,2.4,,0.1,0.1,,,,,12,,12,,,,,,12,,,,,,,,,,,,,,,,,,,,,
Purple T87 TD 11163,87.27,0,87.27,0,0,0,1.1,0,0,0,0,0,1.07,0,0,0,0,0,,,,87.27,,87.27,,,,,,87.27,,,,,,,,,,,,,,,,,,,,,
Purple T87 TD 11858,87.27,0,87.27,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,,,,87.27,,87.27,,,,,,87.27,,,,,,,,,,,,,,,,,,,,,
Purple T88 TD 7938,88.13,0,88.13,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,,,,88.13,,88.13,,,,,,88.13,,,,,,,,,,,,,,,,,,,,,
Purple T88 TD 9002,87.76,0,87.76,0,0,0,1.71,0,0,0,0,0,0,0,0,1.19,0,0,,,,87.76,,87.76,,,,,,87.76,,,,,,,,,,,,,,,,,,,,,
Purple T89 TD 12846,89.27,0,89.27,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,,,,89.27,,89.27,,,,,,89.27,,,,,,,,,,,,,,,,,,,,,
Purple T89 TD 13750,88.63,0,88.63,0.27,0,0,1.34,0,0,0,0,1.19,2.5,0,0,1.88,0,0,,,,88.63,,88.63,,,,,,88.63,,,,,,,,,,,,,,,,,,,,,
Purple T90 H CR 2387,11.1,78.9,11.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,2.5,,0.1,0.1,,,,,11.1,,11.1,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,
Purple T90 TD 10279,90.42,0,90.42,0,0,0,1.81,0,0,0,0,0,0,0,0,1.16,0,0,,,,90.42,,90.42,,,,,,90.42,,,,,,,,,,,,,,,,,,,,,
Puzzolex Flower SC T28 S 14281,0.32,27.34,0.32,0.06,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,,,,0.32,,0.32,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,
Puzzolex Flower T28 S 14280,0.32,27.34,0.32,0.06,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,,,,0.32,,0.32,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,
Pagoti30-2,17.6,0.1,17.6,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.7,0.1,,1.1,1.1,,,,,17.6,,17.6,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,
Pagoti50,15.7,0.01,15.7,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.6,0.1,,1,0.9,,,,,15.7,,15.7,,,,,,15.7,,,,,,,,,,,,,,,,,,,,,
Pagoti50-2,17.6,0.1,17.6,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.7,0.1,,1.1,1.1,,,,,17.6,,17.6,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,
Pagoti80,15.7,0.1,15.7,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.6,0.1,,1,0.9,,,,,15.7,,15.7,,,,,,15.7,,,,,,,,,,,,,,,,,,,,,
PagotiDist T708C76 5587,66.8,0.14,66.8,0.1,0.1,0.1,1.31,0.1,1.49,0.11,1.04,0.62,1.74,0.1,0.1,1.07,1.01,0.49,,,,66.8,,66.8,,,,,,66.8,,,,,,,,,,,,,,,,,,,,,
PagotiPure T200C1 10657,65.9,0.74,65.9,0.1,0.1,0.21,1.34,0.1,0.33,0.1,0.32,0.45,2.36,0.24,0.1,1.12,1.16,0.72,,,,65.9,,65.9,,,,,,65.9,,,,,,,,,,,,,,,,,,,,,
PagotiPure T200C1 13612,80.49,0.72,80.49,0.13,0.06,0.73,1.41,0.17,0.95,0.1,0.49,0.71,0.02,1.44,0.1,0.1,0.1,0.1,0.1,0.1,0.1,80.49,0.1,80.49,0.1,0.1,0.1,0.11,0.06,80.49,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.31,0.1,1.22
PagotiPure T200C2 8436,79,0.21,79,0.1,0.1,0.14,1.1,0.1,1.31,0.1,0.72,0.26,1.89,0.1,0.1,1.36,1.83,0.68,,,,79,,79,,,,,,79,,,,,,,,,,,,,,,,,,,,,
PagotiPure T200C2 8853,76.5,0.1,76.5,0.1,0.1,0.5,0.47,0.41,0.67,0.1,0.1,0.1,1.69,0.1,0.1,0.91,2.14,0.58,,,,76.5,,76.5,,,,,,76.5,,,,,,,,,,,,,,,,,,,,,
PagotiPure T200C3 12463,64.42,0.1,64.42,0.4,0.2,0.27,1.8,0.15,0.1,0.42,0.39,0.52,0.86,2.08,0.1,2.45,7.33,0.1,0.19,0.1,0.3,64.42,0.1,64.42,0.1,0.1,0.48,0.34,0.18,64.42,0.1,0.1,0.1,0.48,0.1,0.1,0.48,0.1,0.1,0.1,0.1,0.1,0.27,0.1,0.1,0.1,0.1,0.1,0.86,0.1,0.83
PagotiPure T200C3 8484,73,5.99,73,0.1,0.1,1.26,0.16,0.1,0.27,0.1,0.2,0.1,1.86,0.12,0.1,0.92,1.15,0.31,,,,73,,73,,,,,,73,,,,,,,,,,,,,,,,,,,,,
RAINBOW CURACAP,6.597,0.028,6.597,0.037,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.38,0.1,,0.27,0.62,,,,,6.597,,6.597,,,,,,6.597,,,,,,,,,,,,,,,,,,,,,
RAINBOW HYBRID OIL 64I,56.59,4.43,56.59,0.2,0.1,0.11,1.19,0.1,0.38,0.1,0.64,0.51,1.71,0.36,,0.88,1.71,,,,,56.59,,56.59,,,,,,56.59,,,,,,,,,,,,,,,,,,,,,
RAINBOW HYBRID OIL 64j,13.49,0.15,13.49,0.08,0.1,0.1,0.42,0.1,0.1,0.1,0.21,0.19,2.64,0.1,,0.38,2.82,,,,,13.49,,13.49,,,,,,13.49,,,,,,,,,,,,,,,,,,,,,
RAINBOW INDICA OIL 150a,53.49,14.83,53.49,0.23,0.1,0.27,2.39,0.1,0.1,0.1,1.77,0.81,0.78,0.78,,0.58,0.55,,,,,53.49,,53.49,,,,,,53.49,,,,,,,,,,,,,,,,,,,,,
RAINBOW INDICA OIL 150b,14.68,4.03,14.68,0.06,0.1,0.1,0.69,0.1,0.1,0.1,0.53,0.21,0.21,0.21,,0.14,0.15,,,,,14.68,,14.68,,,,,,14.68,,,,,,,,,,,,,,,,,,,,,
RARIDEN BD T87 I 9547,14.27,72.93,14.27,0,0,0.17,1.46,0,0.22,0,0,0.55,0,2.83,0,0,0,0,,,,14.27,,14.27,,,,,,14.27,,,,,,,,,,,,,,,,,,,,,
RARIDEN FLOWER SC T32 I 13953,0.48,31.54,0.48,0.12,,,,,,,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,
RARIDEN FLOWER T36 I 10839,0.28,35.7,0.28,0.1,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,,,,0.28,,0.28,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,
PagotiPure T208C6 4418,45.3,15.8,45.3,1.3,1.8,1.4,3.5,1.3,0.8,0.1,1.4,0.8,1.1,1,0.1,0.8,0.5,0.8,,,,45.3,,45.3,,,,,,45.3,,,,,,,,,,,,,,,,,,,,,
PagotiPure T234C4 3659,45.1,28,45.1,1.1,0.1,0.1,0.83,0.1,0.1,0.1,0.21,0.25,1.1,1.2,0.1,0.7,0.3,0.8,,,,45.1,,45.1,,,,,,45.1,,,,,,,,,,,,,,,,,,,,,
RELEAF DROPS T74C317 I 13445,0.53,0,0.53,0,,,,,,,,,,,,,,,,,,0.53,,0.53,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,
PagotiPure T348C2 5519,37.4,32.1,37.4,0.46,0.1,0.18,2.41,0.1,0.11,0.1,0.61,0.81,0.74,1.21,0.1,0.78,0.21,0.22,,,,37.4,,37.4,,,,,,37.4,,,,,,,,,,,,,,,,,,,,,
RSO T355C530 Syringe 6080,20.24,15.28,20.24,0.81,0.06,0.1,1.22,0,0.08,0,0.12,0.49,0.24,0.44,0,0,0,0,,,,20.24,,20.24,,,,,,20.24,,,,,,,,,,,,,,,,,,,,,
RSO T654 Syringe 6079,38.89,26.47,38.89,1.69,0.12,0.17,2.38,0,0.15,0,0.2,0.91,0.59,1.05,0,0.32,0,0,,,,38.89,,38.89,,,,,,38.89,,,,,,,,,,,,,,,,,,,,,
PagotiPure T350C1 10658,65.9,0.74,65.9,0.1,0.1,0.21,1.34,0.1,0.33,0.1,0.32,0.45,2.36,0.24,0.1,1.12,1.16,0.72,,,,65.9,,65.9,,,,,,65.9,,,,,,,,,,,,,,,,,,,,,
Rainbow A T74 I 5857,68.2,6.09,68.2,0.1,1.02,1.52,3.99,0,0,0,0,0,0,0,0,0,0,0,,,,68.2,,68.2,,,,,,68.2,,,,,,,,,,,,,,,,,,,,,
Rainbow B T77 H 5858,70.5,6.57,70.5,0.1,0,0,3.63,0,1.22,0,0,1.12,0,0,0,0,0,0,,,,70.5,,70.5,,,,,,70.5,,,,,,,,,,,,,,,,,,,,,
Rainbow C156 CBD Syringe 5314,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Rainbow C180 T337 CBD Curavex 6547,1.81,0.25,1.81,0,,,,,,,,,,,,,,,,,,1.81,,1.81,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,
Rainbow C194 CBD Syringe 8534,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Rainbow C248 CBD Syringe 5316,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Rainbow C408 CBD Syringe 8536,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Rainbow C468 CBD Syringe 5315,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Rainbow C584 T334 CBD Curavex 8515,1.82,0.1,1.82,0.1,,,,,,,,,,,,,,,,,,1.82,,1.82,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,
Rainbow C616 T295 CBD Curavex 6534,1.58,0.1,1.58,0.1,,,,,,,,,,,,,,,,,,1.58,,1.58,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,
Rainbow C635 CBD Syringe 8535,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Rainbow C72mg CBD Syringe 1602017cb,0.2,0.1,0.2,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.5,0.1,,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Rainbow C73 CBD Syringe 2167,0.3,0.1,0.3,2.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.4,0.1,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Rainbow C744 CBD Syringe 5317,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Rainbow C78 T24 CBD Curavex 10233,0.13,0,0.13,0,,,,,,,,,,,,,,,,,,0.13,,0.13,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,
Rainbow C866 T468 CBD Curavex 5368,2.54,0.1,2.54,0.22,,,,,,,,,,,,,,,,,,2.54,,2.54,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,
Rainbow C94 T9 CBD Curavex 10220,0.05,0,0.05,0,,,,,,,,,,,,,,,,,,0.05,,0.05,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,
Rainbow C99 T7 CBD Syringe 3438,0.7,0.2,0.7,1.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,0.6,0.1,,,,,0.7,,0.7,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,
Rainbow CBD oil 169a,0.18,0.49,0.18,0.02,0.1,0.1,0.38,0.1,0.1,0.1,0.1,0.14,0.1,0.1,,0.1,0.1,,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
Rainbow CBN104 T75 C50 Syringe 1880,8.7,1.6,8.7,0.5,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.4,0.1,,0.5,12,,,,,8.7,,8.7,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,
Rainbow Hybrid Oil 107c,17.7,6.66,17.7,2.46,0.1,0.14,0.31,0.1,0.16,0.1,0.12,0.1,0.44,0.38,,0.28,0.29,,,,,17.7,,17.7,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,
Rainbow N11 C31 T79 H Syringe 2986,2.8,0.1,2.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.4,,,,,2.8,,2.8,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,
Rainbow N44 C22 T28 CBN Syringe 4884,3,0.1,3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.1,,0.14,4.63,,,,,3,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil A1,9.63,0.59,9.63,1.03,,,,,,,,,,,,,,,,,,9.63,,9.63,,,,,,9.63,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil B,17,4.7,17,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.2,,0.2,0.8,,,,,17,,17,,,,,,17,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil B1,16.9,2.38,16.9,0.79,,,,,,,,,,,,,,,,,,16.9,,16.9,,,,,,16.9,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil C,15.6,4.4,15.6,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.2,,0.2,0.5,,,,,15.6,,15.6,,,,,,15.6,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil C1,17.1,0.1,17.1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,9.27,0,,,,17.1,,17.1,,,,,,17.1,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil D1,21.4,3.08,21.4,1.02,,,,,,,,,,,,,,,,,,21.4,,21.4,,,,,,21.4,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil F,19.2,2.9,19.2,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.5,0.2,,0.2,0.7,,,,,19.2,,19.2,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil G,56.6,0.1,56.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3,0.2,,0.8,0.4,,,,,56.6,,56.6,,,,,,56.6,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil G1,10.99,0,10.99,0,,,,,,,,,,,,,,,,,,10.99,,10.99,,,,,,10.99,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil H,21.6,0.1,21.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.1,,0.3,0.1,,,,,21.6,,21.6,,,,,,21.6,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil I,24.2,0.1,24.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,0.1,0.5,,,,,24.2,,24.2,,,,,,24.2,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil J,24,0.1,24,0.1,0.1,0.1,0.1,0.1,1.7,0.1,0.1,0.1,0.2,0.1,,0.1,0.5,,,,,24,,24,,,,,,24,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil K,19.6,0.1,19.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.1,,0.3,0.1,,,,,19.6,,19.6,,,,,,19.6,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil L,13,0.1,13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.13,0.1,,0.22,0.18,,,,,13,,13,,,,,,13,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil M,21.7,1.39,21.7,0.1,0.1,0.1,0.18,0.1,0.16,0.1,0.1,0.14,0.19,0.1,,0.22,0.13,,,,,21.7,,21.7,,,,,,21.7,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil N,21.6,1.38,21.6,0.1,0.18,0.14,0.16,0.1,1.48,0.14,0.93,0.22,0.21,0.1,,0.21,0.14,,,,,21.6,,21.6,,,,,,21.6,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil O,17.6,1.47,17.6,6.39,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36,0.18,,0.66,0.1,,,,,17.6,,17.6,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil P,29.8,0.69,29.8,0.1,0.1,0.1,0.14,0.1,0.1,0.1,0.1,0.11,0.44,0.1,,0.28,0.14,,,,,29.8,,29.8,,,,,,29.8,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil Q,30.4,0.69,30.4,0.1,0.1,0.1,0.14,0.1,0.1,0.1,0.1,0.11,0.44,0.1,,0.28,0.14,,,,,30.4,,30.4,,,,,,30.4,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil R,29.3,0.7,29.3,0.1,0.1,0.1,0.14,0.1,0.1,0.1,0.1,0.11,0.44,0.1,,0.28,0.13,,,,,29.3,,29.3,,,,,,29.3,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil S,10.2,1.11,10.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,,,,10.2,,10.2,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil T,8.71,0.16,8.71,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.19,0.1,,0.26,0.12,,,,,8.71,,8.71,,,,,,8.71,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil U,28.2,1.75,28.2,0.15,,,,,,,,,,,,,,,,,,28.2,,28.2,,,,,,28.2,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil V,32.14,1.02,32.14,0,,,,,,,,,,,,,,,,,,32.14,,32.14,,,,,,32.14,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil W,33.25,2.94,33.25,0,,,,,,,,,,,,,,,,,,33.25,,33.25,,,,,,33.25,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil X,32.68,2.9,32.68,0,,,,,,,,,,,,,,,,,,32.68,,32.68,,,,,,32.68,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil Y,18.3,0.1,18.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,,,,18.3,,18.3,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,
Rainbow Oil Z,31.18,0,31.18,0,,,,,,,,,,,,,,,,,,31.18,,31.18,,,,,,31.18,,,,,,,,,,,,,,,,,,,,,
